,url,type,@,?,-,=,.,#,%,+,$,!,*,",",//,HasHostname,IsHttps,numberCount,alphabetCount,shortUrl,ipAddress,ageLess12Mon,endLess6Mon,hasIfram,hasMouseOver,disabledRightClick,isMultiDirected
0,http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb,3,0,1,0,2,3,0,0,0,0,0,0,0,1,1,0,6,48,0,0,1,1,0,1,1,1
1,http://9779.info/%E5%84%BF%E7%AB%A5%E7%AB%8B%E4%BD%93%E7%BA%B8%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,22,32,0,0,1,1,0,1,1,1
2,http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,15,0,0,0,0,0,1,1,0,21,21,0,0,1,1,0,1,1,1
3,http://9779.info/%E5%8F%A4%E4%BB%A3%E4%BA%8C%E5%8D%81%E5%9B%9B%E5%AD%9D%E5%B8%83%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,27,0,0,0,0,0,1,1,0,30,36,0,0,1,1,0,1,1,1
4,http://chinacxyy.com/piccodejs-000.asp?lm2=191&x=3&y=2&w=90&h=63&open=1&n=10&tj=0,3,0,1,1,8,2,0,0,0,0,0,0,0,1,1,0,17,41,0,0,1,1,0,1,1,1
5,http://9779.info/%E6%8A%98%E7%BA%B8%E6%89%87%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,26,28,0,0,1,1,0,1,1,1
6,http://portal.dddgaming.com/docs/rules/15022/cn/game_cn.html?amluMjAxNQ%3D%3D,3,0,1,0,0,3,0,2,0,0,0,0,0,1,1,0,7,55,0,0,1,1,1,1,1,1
7,http://9779.info/%E7%AE%80%E5%8D%95%E6%8A%98%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,27,27,0,0,1,1,0,1,1,1
8,http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%BD%E5%8F%B6%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,18,0,0,0,0,0,1,1,0,20,28,0,0,1,1,0,1,1,1
9,http://grasslandhotel.com.vn/index.php/component/djcatalog2/items/6-services,3,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,2,62,0,0,1,1,1,1,1,1
10,http://9779.info/%E4%BA%94%E8%B0%B7%E6%9D%82%E7%B2%AE%E4%BA%BA%E7%89%A9%E7%B2%98%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,27,0,0,0,0,0,1,1,0,31,35,0,0,1,1,0,1,1,1
11,http://9779.info/%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB%20%E5%9C%BA%E6%99%AF%E5%9B%BE/,3,0,0,0,0,1,0,22,0,0,0,0,0,1,1,0,22,34,0,0,1,1,0,1,1,1
12,trtsport.cz,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,1,1,1,1
13,http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,3,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,3,55,0,0,1,1,0,1,1,1
14,http://img14.360buyimg.com/n12/g12/M00/07/06/rBEQYVGV9NMIAAAAAAC3mn17ud8AABZ_wDjtTAAALey000.jpg%21q70.jpg,3,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,27,63,0,0,1,1,0,1,1,1
15,http://9779.info/%E6%89%8B%E5%B7%A5%E6%B2%BE%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,3,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,26,28,0,0,1,1,0,1,1,1
16,microencapsulation.readmyweather.com,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1,1,1,1,1,1
17,http://www.vilagnomad.com/tables/payday-loans-direct-lenders-only.php,3,0,0,4,0,3,0,0,0,0,0,0,0,1,1,0,0,57,0,0,1,1,0,1,1,1
18,xo3fhvm5lcvzy92q.download,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,20,0,0,1,1,1,1,1,1
19,http://www.wu8188.com/cl/tpl/five-star/ver1/css/five-star.css?v=ver15.32,3,0,1,2,1,4,0,0,0,0,0,0,0,1,1,0,9,46,0,0,1,1,0,1,1,1
20,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%9A%B1%E7%BA%B9%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,27,0,0,0,0,0,1,1,0,28,38,0,0,1,1,0,1,1,1
21,http://ak.imgfarm.com/images/nocache/vicinio/installers/205320000.S10570.1/507981-150710122501-S10570.1/VideoDownloadConvertAuto.exe_0,3,0,0,2,0,6,0,0,0,0,0,0,0,1,1,0,40,75,0,0,1,1,0,1,1,1
22,http://www.0068555.com/cl/?module=System&method=LiveTop&args=livehall,3,0,1,0,3,2,0,0,0,0,0,0,0,1,1,0,7,49,0,0,1,1,1,1,1,1
23,http://www.easycaptchas.com/2F3F28039730C12A5C112FE0D5FEFA2E.captcha?width=132&height=42,3,0,1,0,2,3,0,0,0,0,0,0,0,1,1,0,24,53,0,0,1,1,0,1,1,1
24,ru-net.cv.ua/wp-content/config/file.php,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,1,1,1,1,1
25,proplast.co.nz,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,1,1,1,1,1
26,http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131019/263.html,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,11,47,0,0,1,1,0,1,1,1
27,http://9779.info/%E5%8D%8A%E7%AB%8B%E4%BD%93%E5%B9%BC%E5%84%BF%E5%89%AA%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,24,0,0,0,0,0,1,1,0,26,34,0,0,1,1,0,1,1,1
28,http://9779.info/%E9%A3%9E%E6%9C%BA%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,26,28,0,0,1,1,0,1,1,1
29,http://9779.info/%E5%85%AD%E4%B8%80%E5%BF%AB%E4%B9%90%E7%B2%98%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,26,28,0,0,1,1,0,1,1,1
30,http://zoetekroon.nl/wp-content/themes/simplo/js/jquery-1.4.2.min.js,3,0,0,2,0,5,0,0,0,0,0,0,0,1,1,0,3,50,0,0,1,1,1,1,1,1
31,http://3cf.ru/2015/07/20/cb-otozval-licenziu-y-gelendjik-banka/,3,0,0,5,0,1,0,0,0,0,0,0,0,1,1,0,9,40,0,0,1,1,1,1,1,1
32,http://9779.info/%E5%B0%91%E5%84%BF%E7%A7%8D%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,27,27,0,0,1,1,0,1,1,1
33,http://img010.hc360.cn/g1/M01/41/73/wKhQMVHabJKEHondAAAAAFmPcEE181.jpg,3,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,16,43,0,0,1,1,1,1,1,1
34,http://9779.info/%E8%9D%8C%E8%9A%AA%E6%89%BE%E5%A6%88%E5%A6%88%E5%89%AA%E8%B4%B4%E7%94%BB/,3,0,0,0,0,1,0,24,0,0,0,0,0,1,1,0,29,31,0,0,1,1,0,1,1,1
35,http://www.newstudy.net/community/Web_nMngr.aspx?acaidx=0&board_idx=360&pn=1&sflag=1&mflag=NOT&where=&keyword=,3,0,1,0,7,3,0,0,0,0,0,0,0,1,1,0,6,80,0,0,1,1,0,1,1,1
36,http://www.711100.com/app/member/SportOption.php?uid=guest&langx=gb,3,0,1,0,2,3,0,0,0,0,0,0,0,1,1,0,6,48,0,0,1,1,1,1,1,1
37,http://schertzauto.com/wp-content/plugins/gravityforms/css/formsmain.min.css?ver=1.9.11,3,0,1,1,1,5,0,0,0,0,0,0,0,1,1,0,4,67,0,0,1,1,0,1,1,1
38,http://schertzauto.com/wp-content/themes/NAPA%20AC%202014%20S/genericons/genericons.css?ver=3.0.2,3,0,1,1,1,4,0,3,0,0,0,0,0,1,1,0,13,66,0,0,1,1,0,1,1,1
39,http://www.bhxx.net/xxgl/UploadFiles_7485/201304/2013042315380148.jpg,3,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,26,32,0,0,1,1,0,1,1,1
40,http://grasslandhotel.com.vn/index.php/rooms/item/all/18-airticketservices,3,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,2,60,0,0,1,1,1,1,1,1
41,socialsocietyedu.com/components/com_wa/config.bin,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1,1,1,1,1,1
